gene	GSM1483739	GSM1483740	128-cell-1	128-cell-2	1k-cell-1	1k-cell-2	1-cell-1	1-cell-2
ENSDARG00000000001	0.0	0.0	16.521957	15.284247	15.825871	15.570283	4.390775	3.184019
ENSDARG00000000002	0.0	0.0	1.86024	1.3528	0.899969	1.14443	0.257569	0.302226
ENSDARG00000000018	13.322158	12.321843	66.284581	82.658196	121.458413	115.269659	6.423553	7.336075
ENSDARG00000000019	6.375638	15.702609	150.762069	157.24264	147.988597	152.256598	111.587071	123.019585
ENSDARG00000000068	0.0	16.202991	81.099786	79.921814	68.216066	72.893553	40.565718	46.588524
ENSDARG00000000069	23.525772	0.0	210.379371	237.942998	216.106305	207.221271	459.578965	541.592765
ENSDARG00000000086	0.0	0.0	16.592832	19.411916	23.527969	22.096793	1.936286	1.328488
ENSDARG00000000103	8.314004	0.0	25.000024	25.41999	28.71397	30.149496	13.697823	14.429198
ENSDARG00000000142	4.927494	0.0	22.058631	22.564963	20.708952	15.829406	1.883694	0.335858
ENSDARG00000000151	17.705015	0.0	25.261441	31.009771	24.156297	26.902706	3.7724	3.43686
ENSDARG00000000161	0.0	0.0	2.262798	0.673558	0.482512	0.972406	0.041548	0.051574
ENSDARG00000000175	0.0	53.828428	9.304967	7.361539	2.128723	3.610136	0.310825	0.0
ENSDARG00000000183	7.56316	0.550462	61.829051	62.83232	71.854126	75.247216	35.304185	31.433993
ENSDARG00000000189	2.326437	2.487802	11.819677	13.300398	17.29704	16.49602	7.667825	6.59766
ENSDARG00000000212	0.0	63.720087	1.332993	3.416834	0.499413	0.161271	0.951192	0.198017
ENSDARG00000000229	0.0	0.0	9.500552	7.816674	9.843759	7.325846	0.227153	0.344238
ENSDARG00000000241	2.252299	0.0	0.443773	0.477982	0.626937	0.647139	0.380409	0.44981
ENSDARG00000000324	0.0	0.0	29.1116	26.940145	27.377836	29.021234	20.378989	15.486726
ENSDARG00000000349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.760088
ENSDARG00000000369	0.0	0.0	0.0	0.619969	0.0	0.440903	0.223907	0.0
ENSDARG00000000370	0.0	0.0	0.259149	0.240727	0.105072	0.227704	0.049212	0.091729
ENSDARG00000000380	0.0	0.0	0.781658	0.0	0.17334	0.172559	0.0	0.105931
ENSDARG00000000394	17.400412	0.0	154.297816	151.679886	124.670675	127.179661	81.660492	80.612918
ENSDARG00000000423	0.0	25.981044	28.206733	28.059199	42.170768	43.121211	4.086595	4.489582
ENSDARG00000000442	14.252133	19.57365	105.590387	141.391472	143.973516	145.521783	21.943999	21.707794
ENSDARG00000000460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000000472	0.0	0.0	4.011424	4.366879	4.233459	4.234539	1.322505	2.228307
ENSDARG00000000474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000000476	0.0	24.86602	29.663435	28.543898	23.620874	21.427368	5.443236	4.465352
ENSDARG00000000489	8.804365	16.817247	34.796254	32.527844	39.287284	44.464912	27.445082	27.422661
ENSDARG00000000503	0.0	0.0	0.0	0.061442	0.136741	0.048115	0.152166	0.0
ENSDARG00000000516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000000529	72.109626	30.641795	32.646245	41.0297	39.141524	43.197002	40.933157	53.544339
ENSDARG00000000540	3.114994	3.164046	50.83948	58.299528	63.03171	67.855013	55.472538	57.741335
ENSDARG00000000542	1.107212	3.197037	93.540581	112.11195	82.891537	90.38684	31.978959	34.872843
ENSDARG00000000551	0.0	0.0	2.34139	2.074353	2.205506	4.14471	1.108136	1.924288
ENSDARG00000000563	0.183154	0.0	0.026721	0.024099	0.012451	0.035585	0.012359	0.032421
ENSDARG00000000567	0.753842	0.0	3.32738	2.503644	3.074401	1.772499	0.936624	1.444328
ENSDARG00000000568	6.105275	21.453925	187.253567	192.183513	206.959681	190.879944	107.33161	119.135731
ENSDARG00000000588	2.579847	51.115448	34.003483	40.044112	49.126874	48.626655	7.277584	4.264284
ENSDARG00000000606	0.0	0.0	0.024302	0.0	0.0	0.0	0.0	0.0
ENSDARG00000000631	0.0	2.664799	62.880987	68.000845	69.92639	69.271679	4.788503	4.664061
ENSDARG00000000638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000000651	0.0	0.0	0.0	0.285794	0.0	0.0	0.0	0.0
ENSDARG00000000656	0.0	0.0	0.38144	0.0	0.314573	1.574162	0.325545	0.396589
ENSDARG00000000666	2.849459	0.0	1.483573	1.412925	2.23154	4.869093	0.311597	0.563047
ENSDARG00000000690	2.478329	0.0	5.219793	4.446245	4.183788	4.675336	10.955868	12.501189
ENSDARG00000000729	14.596948	17.412581	171.008153	171.139653	155.474836	155.748832	137.384358	167.491325
ENSDARG00000000730	10.256815	14.735468	43.130672	50.704424	62.513021	64.298489	64.753948	69.618245
ENSDARG00000000747	15.291461	0.0	26.505479	27.636588	20.557039	22.051526	9.137684	10.277971
ENSDARG00000000760	43.363006	0.0	19.914949	25.057471	36.269216	33.427653	10.897055	15.880303
ENSDARG00000000767	0.0	0.0	0.0	0.188182	0.0	0.0	0.0	0.0
ENSDARG00000000779	8.978045	0.0	65.856777	56.303887	60.059598	54.306729	14.696355	17.850956
ENSDARG00000000796	0.0	0.0	19.835048	20.93584	6.999985	5.902186	11.025694	13.649118
ENSDARG00000000804	0.357455	0.0	0.0	0.28064	0.772075	1.003933	0.992209	0.0
ENSDARG00000000830	0.0	0.0	18.845925	20.362309	15.306276	17.843734	1.688975	4.281572
ENSDARG00000000837	2.956987	0.0	27.86259	25.662378	33.236682	36.838358	8.914353	8.954808
ENSDARG00000000853	19.948812	20.177868	187.48871	182.399112	131.664263	140.314348	240.501241	262.244409
ENSDARG00000000857	47.968087	26.64053	181.072661	212.597807	185.487782	192.857978	73.839522	62.735913
ENSDARG00000000861	2.346837	0.0	143.348712	146.169853	140.628095	158.983095	138.536996	169.664249
ENSDARG00000000887	573.940161	270.567144	957.787747	992.495404	1206.883936	1177.039632	1599.372676	1657.714501
ENSDARG00000000906	0.0	0.0	9.779116	10.378805	11.934853	18.789982	4.410101	5.484291
ENSDARG00000000935	0.0	0.0	13.943918	13.528215	23.980419	15.935366	3.852829	4.429519
ENSDARG00000000943	0.0	0.0	0.714732	0.489253	0.0	0.076803	0.0	0.251917
ENSDARG00000000966	3.065866	9.778136	35.998227	40.029609	34.784517	37.842884	9.473031	10.56807
ENSDARG00000001014	0.0	0.0	18.997533	18.453284	12.427808	16.720838	8.767879	8.990062
ENSDARG00000001015	0.0	0.0	3.992688	6.834491	7.366355	5.034443	1.975326	0.352824
ENSDARG00000001057	79.386984	103.422882	28.732406	30.256728	22.100823	28.508421	2.005514	2.77568
ENSDARG00000001127	0.0	0.0	0.47034	0.542842	0.202411	0.599966	0.100424	0.245064
ENSDARG00000001129	3.545399	5.951595	31.495318	33.654621	40.718117	42.602006	6.341368	6.834672
ENSDARG00000001154	0.0	0.0	0.0	0.0	0.081102	0.07255	0.0	0.0
ENSDARG00000001162	26.213674	8.066338	87.67601	92.037392	91.794635	95.479774	8.770586	8.041474
ENSDARG00000001169	0.0	0.0	10.847322	14.525679	20.170099	18.217584	9.252579	4.112322
ENSDARG00000001210	731.405159	475.762934	106.695527	128.411301	127.136589	113.411452	459.057253	497.643556
ENSDARG00000001220	7.110265	6.280165	8.346255	8.681397	9.32029	10.010047	3.98585	3.908415
ENSDARG00000001234	0.0	0.0	6.179015	4.872161	0.582426	0.082635	0.0	0.0
ENSDARG00000001241	45.398551	89.288522	231.220586	274.595763	278.526678	258.586196	100.940369	118.697981
ENSDARG00000001244	37.651487	49.363413	189.288168	200.77656	166.199509	165.929213	124.810154	134.345302
ENSDARG00000001249	24.9167	35.990647	80.332864	95.613689	86.989036	87.93831	81.148827	81.079232
ENSDARG00000001259	0.0	0.0	1.2429	1.702109	2.160236	3.394348	0.519628	0.0
ENSDARG00000001303	0.0	0.0	0.0	0.378263	0.278831	0.0	0.0	0.0
ENSDARG00000001313	17.179328	13.289699	121.793426	125.610504	113.235472	118.136581	27.536778	27.312777
ENSDARG00000001354	0.0	0.0	0.0	0.228693	0.0	0.0	0.0	0.203154
ENSDARG00000001414	0.0	0.0	0.443198	0.662733	0.0	0.234891	0.0	0.113592
ENSDARG00000001431	0.0	0.0	1.040653	2.330765	2.018863	1.958286	0.335128	0.540039
ENSDARG00000001437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001442	0.0	0.0	8.865699	11.411417	10.747976	9.567145	14.171943	11.941758
ENSDARG00000001447	3.019736	5.532095	35.427963	31.580862	30.638366	29.597974	9.755543	12.218279
ENSDARG00000001452	2.193031	3.635555	37.542126	41.500353	17.82482	20.235334	30.895949	39.341116
ENSDARG00000001463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001470	4.819404	0.0	31.404107	34.827837	30.15847	27.32672	15.735658	12.088017
ENSDARG00000001498	0.882342	0.251446	0.327213	0.0	0.370748	0.704419	0.13992	0.0
ENSDARG00000001549	0.0	0.0	52.178286	76.010012	54.027737	49.830708	7.858948	6.354821
ENSDARG00000001557	0.0	0.0	49.983505	50.787611	34.711683	41.767674	24.570248	26.764438
ENSDARG00000001558	23.688134	0.0	269.119831	265.132538	218.554132	232.611335	153.38746	174.334061
ENSDARG00000001559	0.0	0.0	0.022563	0.10648	0.061127	0.19783	0.0	1.352582
ENSDARG00000001572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001578	27.241243	0.0	66.894698	67.337004	76.205596	72.71753	3.953841	4.170976
ENSDARG00000001621	0.821188	0.0	50.304263	48.542512	55.733138	61.343756	27.252754	25.867617
ENSDARG00000001634	0.0	0.0	0.622809	0.3163	0.242974	1.01327	0.163588	0.065277
ENSDARG00000001656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001676	0.0	0.0	17.483348	14.906944	23.378965	19.786648	6.317799	8.004697
ENSDARG00000001686	0.0	0.0	0.171837	0.395952	0.146608	0.0	0.0	0.178709
ENSDARG00000001710	0.0	0.0	25.725042	25.366795	22.750193	25.854151	32.294733	31.292217
ENSDARG00000001712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092324
ENSDARG00000001721	0.0	0.0	0.964831	0.496845	0.219354	0.880204	0.0	0.269156
ENSDARG00000001729	40.468005	21.581825	53.465095	50.905499	57.342043	54.923099	41.920637	39.908823
ENSDARG00000001733	1.967974	0.0	68.315543	66.294223	77.927232	69.911607	31.825028	32.054977
ENSDARG00000001734	29.705316	18.915722	74.019169	72.670521	72.083858	69.388203	31.773652	31.453791
ENSDARG00000001754	6.80753	0.0	79.423622	83.365879	72.686541	73.603972	8.972645	10.842476
ENSDARG00000001760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001767	0.0	0.0	32.02349	33.604633	40.993946	32.15335	198.980256	210.549868
ENSDARG00000001769	0.0	0.0	48.598979	47.64046	38.700152	41.961431	21.732095	28.195997
ENSDARG00000001771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001776	0.0	0.0	3.003457	2.240556	2.216705	2.620237	0.585913	0.709635
ENSDARG00000001777	52.779066	162.912888	75.378849	75.119159	57.314649	63.928897	57.126332	67.143526
ENSDARG00000001781	0.0	0.0	1.263523	1.308006	1.705259	0.307825	0.30355	0.0
ENSDARG00000001782	0.0	0.0	0.250516	0.0	0.0	0.404535	0.0	0.0
ENSDARG00000001785	0.0	0.0	0.797759	0.304212	0.514733	0.829256	0.0	0.135487
ENSDARG00000001788	150.517371	233.12267	71.617479	80.540022	67.614094	89.077421	565.932697	601.482248
ENSDARG00000001803	0.0	0.0	0.06422	0.069994	0.057626	0.168026	0.273933	0.813194
ENSDARG00000001804	5.086417	0.0	27.365873	22.611577	24.393597	17.831361	44.174895	28.230092
ENSDARG00000001807	0.0	0.0	0.0	0.0	0.0	0.130312	0.0	0.0
ENSDARG00000001817	0.0	0.0	31.729325	24.068413	23.790183	26.785034	4.613703	5.729634
ENSDARG00000001818	0.0	0.0	0.056829	0.131215	0.048173	0.241393	0.0	0.05862
ENSDARG00000001825	0.0	0.0	0.058357	0.202307	0.048562	0.097602	0.0	0.0
ENSDARG00000001829	32.222513	54.453905	86.721778	101.757927	101.700188	83.245005	15.115493	20.304027
ENSDARG00000001835	0.0	0.0	0.326413	0.679928	0.50808	0.49808	0.291343	0.180812
ENSDARG00000001857	0.0	13.056252	92.341806	86.177541	67.717298	92.409834	22.069746	27.6763
ENSDARG00000001859	0.0	0.0	0.275811	0.317031	0.228245	0.22824	0.0	0.0
ENSDARG00000001870	0.0	0.0	1.782223	2.243333	3.014652	2.413407	0.079801	0.491984
ENSDARG00000001873	131.760323	33.728353	90.110071	87.883738	89.976821	100.167891	1.162793	1.434459
ENSDARG00000001879	2.412123	0.0	1.125629	1.741677	1.894481	1.637707	0.290432	0.193587
ENSDARG00000001880	3.955897	15.970812	24.421109	30.99595	34.556762	32.749938	13.079743	14.85168
ENSDARG00000001881	0.0	0.0	0.0	0.0	0.0	0.483786	0.0	0.134424
ENSDARG00000001882	0.0	0.0	0.0	0.0	0.0	0.070645	0.142391	0.0
ENSDARG00000001888	7.507533	28.648542	39.727717	39.427013	50.679637	46.878376	2.726868	3.43981
ENSDARG00000001889	87.23943	269.488363	1.771191	1.279448	0.289885	0.885088	0.0	0.696941
ENSDARG00000001890	10.502516	4.696556	160.597946	162.663464	151.184618	151.237174	49.905472	57.187221
ENSDARG00000001891	0.0	0.0	0.439221	0.475227	0.990124	1.249288	0.104611	0.254555
ENSDARG00000001897	8.672036	0.0	52.583386	52.899832	44.476745	46.857228	20.524814	18.143048
ENSDARG00000001898	4.728817	0.0	31.024938	34.589416	18.982155	14.238532	37.708321	37.216008
ENSDARG00000001906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001909	0.0	0.0	0.0	0.118498	0.087461	0.0	0.0	0.0
ENSDARG00000001910	0.0	6.230099	1.586792	0.812294	1.495626	0.805066	0.149661	0.095162
ENSDARG00000001912	0.0	0.0	3.420069	2.684118	3.965039	3.655201	0.304729	2.002252
ENSDARG00000001913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001929	0.0	0.0	22.795677	20.386974	14.937985	16.988085	4.519818	3.56924
ENSDARG00000001930	8.940731	4.004558	38.15188	41.939039	36.483547	40.356004	13.603434	16.189866
ENSDARG00000001933	0.0	0.0	0.248197	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001937	0.0	0.0	0.0	0.082715	0.0	0.0	0.067941	0.0
ENSDARG00000001939	0.0	6.559862	27.986825	33.706556	28.013032	26.709122	2.510874	2.071185
ENSDARG00000001940	51.590078	0.0	367.782006	375.570764	397.653225	409.483317	136.835762	131.465164
ENSDARG00000001950	0.0	0.0	0.62487	0.769858	0.515792	0.0	0.0	0.0
ENSDARG00000001953	0.0	0.0	0.742839	1.849364	2.464968	1.527527	0.0	0.0
ENSDARG00000001968	0.0	0.0	5.188684	5.691717	5.354006	7.04641	0.718551	0.637109
ENSDARG00000001969	5.221816	1.870067	72.485953	76.931862	80.26191	76.633383	57.926156	68.376236
ENSDARG00000001971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000001975	0.0	0.0	0.319857	0.684153	0.256509	0.266112	0.407487	0.319064
ENSDARG00000001976	0.0	0.0	0.986258	0.924764	1.164418	1.984288	0.0	0.203376
ENSDARG00000001993	0.0	0.0	0.0	0.053404	0.038675	0.038283	0.0	0.046955
ENSDARG00000001994	0.0	0.0	0.0	0.0	0.167197	0.594304	0.0	0.0
ENSDARG00000001999	0.0	0.0	0.134153	0.0	0.076902	0.153504	0.0	0.0
ENSDARG00000002002	0.0	0.0	6.946401	9.050783	12.733038	18.873098	0.373302	0.460489
ENSDARG00000002006	0.809337	3.372122	12.775739	12.142485	18.605557	14.531514	2.734903	3.534749
ENSDARG00000002013	0.0	0.0	12.26034	9.659205	12.393382	12.926599	4.443772	4.234282
ENSDARG00000002016	13.016084	50.507444	170.985692	177.093133	155.979598	137.508595	20.003246	21.979911
ENSDARG00000002020	0.0	0.0	13.473264	10.456083	14.088989	13.744197	1.533349	1.937269
ENSDARG00000002021	0.0	0.0	16.897514	18.972516	16.014296	16.424188	4.319374	4.639107
ENSDARG00000002026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002031	11.42181	0.0	98.973946	113.200788	84.868471	76.741165	30.297553	29.518089
ENSDARG00000002037	2.727183	0.0	9.523937	10.825836	7.955574	7.357293	0.315954	0.375638
ENSDARG00000002060	16.788025	0.0	61.708241	59.266906	62.671712	67.221908	97.62265	101.560322
ENSDARG00000002071	0.0	0.0	0.659449	0.75948	1.543076	1.256048	0.692686	0.856955
ENSDARG00000002077	0.0	0.0	54.928776	46.913706	53.347974	59.913733	26.526883	28.428585
ENSDARG00000002082	27.286922	96.875464	374.134127	345.456473	328.9972	336.054362	203.616781	215.844803
ENSDARG00000002084	0.0	0.0	0.252264	0.241259	0.045891	0.044114	0.0	0.053344
ENSDARG00000002097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002127	9.53527	7.295691	134.517018	144.997218	136.125483	131.461112	170.08765	197.008278
ENSDARG00000002128	22.688821	0.0	91.601729	95.303386	86.164593	78.458197	81.373076	94.78945
ENSDARG00000002131	0.0	0.0	6.258659	4.782108	4.048231	5.942007	1.694324	1.392297
ENSDARG00000002165	0.0	0.0	15.147999	6.516137	33.015283	29.209683	14.556137	27.408692
ENSDARG00000002167	0.0	0.0	15.416864	11.461197	8.523628	9.366727	7.683134	7.068185
ENSDARG00000002168	49.395867	38.686706	149.531543	170.355225	146.6371	159.376306	156.810811	190.709839
ENSDARG00000002172	0.0	0.0	0.418216	0.248019	0.185854	0.538035	0.0	0.0
ENSDARG00000002174	149.199912	0.0	12.881412	12.530739	15.030492	16.876028	1.851844	2.340354
ENSDARG00000002184	61.305968	11.730424	97.851619	114.610322	135.10071	135.737019	8.453411	7.060855
ENSDARG00000002190	3.817725	24.719596	136.240337	138.087901	136.266984	154.33723	211.518556	207.809943
ENSDARG00000002192	0.0	0.0	0.638618	0.0	0.309987	0.0	0.0	0.0
ENSDARG00000002193	0.0	0.0	0.0	0.0	0.369265	0.172431	0.34879	0.0
ENSDARG00000002194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002196	0.0	0.0	0.0	0.0	0.112872	0.059187	0.061549	0.0
ENSDARG00000002197	30.304457	60.511809	54.238829	56.901591	43.832736	50.731325	2.573797	2.824809
ENSDARG00000002204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002210	0.0	0.0	2.824134	5.213356	5.051003	4.428221	0.0	0.403125
ENSDARG00000002213	0.0	0.0	4.811393	5.147419	2.857775	3.404677	2.895253	2.716612
ENSDARG00000002215	3.586426	12.3105	112.529084	129.15104	96.215024	95.570157	45.38176	50.660081
ENSDARG00000002216	0.0	0.0	0.175206	0.0	0.075754	0.07475	0.0	0.0
ENSDARG00000002217	0.0	0.0	2.47919	2.844146	4.625899	3.858775	0.393421	0.442577
ENSDARG00000002219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002220	56.167856	0.0	78.211681	84.06211	97.838208	108.327347	10.580451	10.70141
ENSDARG00000002230	0.0	0.0	0.0	0.0	0.0	0.0	0.370121	0.248759
ENSDARG00000002231	0.0	0.0	7.999266	12.472528	11.202072	11.744657	0.444451	0.834
ENSDARG00000002235	0.0	0.0	0.287366	0.420483	0.717904	0.72814	1.080615	0.786428
ENSDARG00000002240	17.238161	0.0	1.906805	2.523655	3.201351	2.898287	1.067756	0.330771
ENSDARG00000002241	0.0	0.0	0.0	0.268095	0.0	0.188107	0.0	0.0
ENSDARG00000002249	0.0	0.0	2.337415	2.464535	2.951765	4.22997	1.265893	1.538561
ENSDARG00000002255	0.0	16.728555	5.999125	6.188193	2.837732	4.472688	0.478076	1.196366
ENSDARG00000002259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305342
ENSDARG00000002264	66.513419	0.0	12.80526	17.638345	13.131243	6.645711	1.093334	1.197651
ENSDARG00000002267	137.333664	45.705108	153.303488	162.900167	167.105955	156.793927	49.986241	59.421169
ENSDARG00000002271	397.974918	270.822606	780.834917	816.022973	808.06891	783.140626	146.712433	152.420205
ENSDARG00000002285	0.041645	0.0	52.467613	62.571609	54.838093	50.221522	7.109019	8.355257
ENSDARG00000002293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002295	0.0	0.0	0.070526	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002298	17.718526	18.520965	79.461607	70.443562	82.184938	81.624313	6.035874	13.664639
ENSDARG00000002299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002300	7.441365	0.0	0.403375	0.172992	0.798016	0.0	1.031887	0.96373
ENSDARG00000002304	534.28262	843.456928	79.181488	88.59262	98.757663	96.520593	452.005591	460.030114
ENSDARG00000002305	3.392506	0.0	176.056896	205.075325	161.815277	173.71324	299.667367	310.141533
ENSDARG00000002311	0.0	0.0	0.865231	0.929501	0.579823	1.23731	2.094003	0.810514
ENSDARG00000002330	64.289205	69.780612	46.726836	50.155206	41.736231	52.844252	15.302479	12.12187
ENSDARG00000002332	14.529133	28.93079	32.163655	26.677367	33.475552	36.479444	1.682381	1.822405
ENSDARG00000002333	0.0	0.0	17.766421	18.114668	12.459226	15.372071	2.2448	0.644348
ENSDARG00000002336	0.0	0.0	0.835734	0.0	0.0	0.615295	0.090312	0.106347
ENSDARG00000002339	36.871185	83.589876	70.246938	77.991219	81.032145	71.117008	10.204482	11.86063
ENSDARG00000002344	1164.889967	852.275479	439.162188	475.931727	491.352825	479.726037	863.453896	992.790596
ENSDARG00000002347	16.022434	8.680961	98.497622	129.451657	122.796372	130.159485	112.371727	120.951463
ENSDARG00000002353	0.0	0.0	0.264582	0.153671	0.929069	1.238243	0.0	0.0
ENSDARG00000002355	0.0	0.0	3.458716	3.327682	4.517028	2.184503	0.388485	0.494359
ENSDARG00000002362	6.842503	0.0	14.010235	18.196183	9.828306	11.661847	46.116723	50.721415
ENSDARG00000002365	13.985234	40.023378	67.500089	68.642482	65.990674	61.347518	180.241482	194.926232
ENSDARG00000002369	135.76584	0.0	518.550121	552.419641	487.60362	440.641803	449.533448	472.258154
ENSDARG00000002377	16.908506	32.43158	110.051111	118.69996	107.075957	114.668524	60.995009	69.429076
ENSDARG00000002385	2.706745	0.0	7.90122	8.882618	9.599862	9.409926	1.487809	1.325165
ENSDARG00000002391	0.0	0.0	0.0	0.0	0.311471	0.0	0.30793	0.0
ENSDARG00000002394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002396	0.0	0.0	118.740078	105.207073	101.27293	111.199138	20.814225	17.13892
ENSDARG00000002401	10.835104	0.0	97.568463	108.263368	101.726608	119.391318	10.361776	7.091359
ENSDARG00000002402	0.0	23.135273	24.547972	22.686408	24.119453	27.814284	3.176889	1.740302
ENSDARG00000002403	17.717416	72.358896	264.779949	272.152733	222.252612	234.227711	84.028896	86.583264
ENSDARG00000002405	0.0	0.0	1.28554	1.766287	0.77607	0.720198	0.360758	0.286205
ENSDARG00000002406	0.0	0.0	5.740056	5.024765	5.780773	8.256915	0.767658	0.688705
ENSDARG00000002411	0.0	0.0	0.0	0.169072	0.103625	0.121494	0.0	0.0
ENSDARG00000002445	0.0	0.0	0.0	0.19532	0.073771	0.293887	0.0	0.088764
ENSDARG00000002463	0.0	17.01084	44.930109	42.390559	42.496284	45.501612	13.80917	13.640077
ENSDARG00000002467	93.381323	238.234162	56.172877	57.03046	61.898815	55.700871	11.005384	12.621958
ENSDARG00000002479	11.627142	2.316253	52.982988	50.620634	49.973876	52.935313	7.620021	7.571157
ENSDARG00000002483	0.0	0.0	0.570124	0.0	0.0	0.237518	0.0	0.0
ENSDARG00000002487	6.720242	29.564039	4.623946	4.614423	7.160281	7.199121	0.453134	0.224883
ENSDARG00000002494	0.0	0.0	10.846044	12.790434	14.377994	14.430105	1.459006	1.20675
ENSDARG00000002506	33.684518	0.0	89.70281	84.078078	64.968391	56.888333	128.897792	124.999482
ENSDARG00000002507	0.045747	0.0	0.283418	0.081326	0.06066	0.060543	0.0	0.0
ENSDARG00000002508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002509	0.0	0.0	6.847298	7.405362	13.717308	11.305374	1.888704	3.242364
ENSDARG00000002510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSDARG00000002523	9.712602	8.74235	85.884584	80.705144	87.071522	76.873087	131.315549	136.570062
ENSDARG00000002533	0.0	0.0	0.0	0.338758	0.0	0.0	0.0	0.0
ENSDARG00000002536	34.484544	105.158682	191.720829	197.447125	151.345537	162.00108	95.366733	105.911917
ENSDARG00000002538	45.776509	0.0	146.647039	153.332881	125.248263	117.698409	210.168916	232.316721
ENSDARG00000002546	6.024569	0.0	30.232518	29.40242	43.414862	35.277526	9.300944	14.356049
ENSDARG00000002549	1.162958	4.108246	39.029023	35.316813	50.297844	56.01806	22.54693	20.463553
ENSDARG00000002552	5.148002	23.004401	212.530946	238.851028	209.601594	213.773592	92.357013	98.939007
ENSDARG00000002564	0.0	0.0	3.137849	0.903679	1.938269	2.368926	1.761179	1.337243
ENSDARG00000002571	0.0	0.0	16.688287	16.965702	21.344077	21.901718	3.578451	1.513481
ENSDARG00000002576	0.0	0.0	0.419568	0.481714	0.344353	0.683007	0.0	0.0
ENSDARG00000002582	0.992855	0.0	0.203803	0.355788	0.180361	0.619682	0.140813	0.26957
ENSDARG00000002587	0.075269	0.0	0.216513	0.077443	0.174059	0.238908	0.0	0.072992
ENSDARG00000002589	1.314472	9.085805	3.638856	5.435079	6.926699	3.244574	4.370141	2.095471
ENSDARG00000002591	97.166412	29.102193	232.652637	253.415276	214.93412	201.096224	272.111484	306.737969
ENSDARG00000002593	0.0	0.0	0.595171	0.470845	0.0	0.0	0.0	0.0
ENSDARG00000002597	37.094689	37.901218	186.410232	179.197296	108.500755	119.565008	76.424111	84.747396
ENSDARG00000002600	0.0	0.0	0.11576	0.0	0.191991	0.100222	0.0	0.0
ENSDARG00000002601	27.190314	35.183495	0.0	1.55578	23.810687	26.4419	0.0	0.0
ENSDARG00000002607	0.0	0.0	0.678772	0.387915	0.117799	0.0	0.173855	0.140712
ENSDARG00000002609	0.376361	0.0	8.109972	7.237892	4.62922	3.348184	0.661443	0.614593
ENSDARG00000002613	159.162029	525.070327	321.51203	337.360222	498.406471	451.836488	595.903739	675.279625
ENSDARG00000002632	1.303132	0.0	51.807911	71.345639	53.570933	46.731831	12.597981	8.944683
ENSDARG00000002634	0.0	0.0	0.0	0.417953	0.0	0.617535	0.0	0.365742
ENSDARG00000002635	0.0	0.0	0.0	0.0	0.0	0.055766	0.0	0.0
ENSDARG00000002642	12.877697	0.0	21.423873	25.421733	19.429225	21.458254	15.763054	14.495795
ENSDARG00000002644	0.0	0.0	0.0	0.0	0.0	0.143186	0.0	0.0
ENSDARG00000002656	2.283373	0.0	0.736559	0.852212	0.776753	1.543968	0.045004	0.427457
ENSDARG00000002659	11.813917	6.082092	358.966041	401.357852	354.834905	362.455629	105.682244	104.520702
ENSDARG00000002663	0.0	0.0	9.508748	10.534588	9.064438	10.281362	5.031274	4.087319
ENSDARG00000002666	0.0	0.0	23.639623	29.383686	23.856773	25.46574	6.783019	7.593989
